Coord_X,Coord_Y,label
-4.0337837990536505,-4.489866598829561,Blue
-5.101746937641744,-0.02208373557496568,Blue
0.6291738809196037,-2.306213480826109,Blue
-3.1091743821455644,-9.432530010876107,Red
-3.880204689318855,-6.731267775295097,Red
-3.4611305697036285,-8.974543069003596,Red
-1.7353549957925514,-4.672769620059767,Blue
-2.4833627469088873,-3.0401352353411317,Blue
-4.0798236742837215,-7.762643767497749,Red
-0.824958469682898,-9.35158606340353,Red
-4.804233620785098,-3.6654711537941904,Blue
-3.445275317547919,-10.0839911148308,Red
-0.2734185466282888,-9.157128729453987,Red
-0.8989376282797619,-11.413082215917157,Red
-2.994244926688843,-8.715142563461495,Red
-2.6041889542526624,-10.71600102575324,Red
-4.564529043857543,-6.329370190358285,Red
-1.730708614265303,-8.975674553820252,Red
-5.270599461264569,-10.616269878141523,Red
-4.007344930662372,-3.442855534777823,Blue
-2.753623187290864,-3.809033267153799,Blue
-5.766672137822789,-3.5000871013146417,Blue
-4.331859979827763,-3.8303805874390298,Blue
-0.30102959274006347,-3.4812466242371527,Blue
-4.807562772424521,-2.3121788822301585,Blue
-2.828773564739036,-9.442823498643405,Red
-2.5785505716476607,-8.620087785545781,Red
-7.434563774253885,-4.183618249009482,Blue
-5.186188975247704,-3.7152684203970723,Blue
-6.211653811883632,-12.35666286227443,Red
0.23687794526797434,-9.394175343763331,Red
-3.423620438463683,-9.759726522760236,Red
-4.886407134825205,-0.501525073305289,Blue
-2.7424116032491987,-0.6390893705370622,Blue
-3.7931261486068077,-3.5119699941243567,Blue
-4.494719204765696,-8.753888251890544,Red
-2.562047431128836,-1.2934478370527016,Blue
-3.464052826513507,-1.277954189957308,Blue
-4.336775277437557,-11.217322199220508,Red
-2.355896424696731,-1.8273770453721956,Blue
-1.7868588086214219,-10.43636733067904,Red
-1.0163279268501433,-1.8093044184063363,Blue
-5.122700549193604,-3.3395416199069787,Blue
-0.8764833857411538,-10.33212993500555,Red
-0.2292507076670347,-8.464435574741058,Red
-6.411235311534387,0.4993292667701965,Blue
-6.816717333913218,-4.480558332152207,Blue
-2.9126525534185963,-6.822978735874126,Red
-2.805270613974074,-4.517655090512672,Blue
-4.120258616653154,-2.86677290538404,Blue
-3.4032706208837,-9.714797433345723,Red
-4.113474998846727,-8.779277172634089,Red
-5.550798833932722,-2.862714243262289,Blue
-3.8603533446959712,-8.997094368823777,Red
-3.9355441126736643,-4.046244293074547,Blue
-3.7266099283431977,-14.145075550575733,Red
-5.577495415929109,-9.77545818547642,Red
0.21156642852805563,-13.124304710272435,Red
-0.9145229851476075,-9.861524885991958,Red
-2.448953066591063,-2.2631301786339213,Blue
-3.1099506931849885,-2.6311671197119564,Blue
-3.125968830222055,-0.946829293552899,Blue
-0.5534077143251097,-8.623654231112186,Red
-5.055262246054479,-3.4625458245472607,Blue
-5.396737629196444,-5.876943763388583,Red
-7.238596563833402,-6.100978389565572,Red
-3.0612058213371913,-9.073751147368073,Red
-1.6628378291498858,-1.8773470484190369,Blue
-1.5407300085594517,-8.403981113771355,Red
-4.352446089132106,-7.522817584716374,Red
-0.6026124198662495,-4.838434267859366,Blue
-2.4367362192260535,-3.9152456124778965,Blue
-3.072729747635385,-8.524749310450227,Red
-3.225747902680669,-1.614200718603623,Blue
-1.6533027498754849,-2.556244600220033,Blue
-5.3198153123824525,-10.687043001180275,Red
-5.371012354895975,-8.373383992433432,Red
-4.255413032893524,-3.094304232728721,Blue
-4.311049097534848,-0.5817009737418126,Blue
-2.203810205175225,-3.624108887612982,Blue
-5.231486213306878,-1.3324986869898916,Blue
-2.6129217424814315,-3.103580645184512,Blue
-5.50120134781023,-8.279586107065033,Red
-2.137895425257597,-5.691669089525574,Red
-4.118679146695279,-5.614681743685993,Blue
-3.9835590813275608,-3.7895611401977716,Blue
-0.08229348310553997,-2.0357465972759767,Blue
-4.455210679816295,-6.509602181406301,Red
-6.656692700859596,-9.195728087066845,Red
-0.915988221472049,-4.41718544554435,Red
-0.48552231919263367,-7.526606706035623,Red
-3.3253399564392385,-8.758122654579177,Red
-2.8299118608834926,-7.396364265658019,Red
-3.9658045657592256,-5.902313485388193,Blue
-1.6322292921785346,-9.503115673452854,Red
-5.141628681522064,-7.020015700875333,Red
-3.588185326428037,-4.517539304779161,Blue
-3.0855438073540205,-9.145310572608905,Red
-0.4585252691821098,-1.3275384952075049,Blue
-2.3050326539500596,-7.861965096477131,Red
-3.5016004716838225,0.19375297447420836,Blue
-1.1412353103333253,-2.9828044722237106,Red
-5.006952627822745,-6.996995827630437,Blue
-3.681457528724755,-11.221904671322195,Red
-0.45996591818439114,-5.879694441304978,Blue
-4.560143925413629,-8.917228814023833,Red
-3.857439062426388,-7.921804031301298,Red
-5.7981021899625285,-6.532036406785828,Blue
-5.103069435169617,-7.525134280853704,Red
-2.053563932602452,-7.895922415817455,Red
-3.2352599537138933,-6.270429532099281,Blue
-1.8872940330922487,-5.332364909627853,Red
-3.898760712020946,-5.4797147792988525,Red
-5.94577657765556,2.266617270875817,Blue
0.590683881909094,-6.363586030019556,Red
-3.957317813295311,-2.481391356571225,Blue
-1.8137447097049337,-2.2507396212936124,Blue
-2.6221075000468295,-2.772367768179315,Blue
-1.8352970049493758,-0.6521158058536232,Blue
-1.5843787047896627,-4.550099584655843,Blue
-5.634275405955635,-0.08523925592660975,Blue
-6.380814779358557,-6.659410349837735,Blue
-7.497461882758684,-8.069996524667237,Red
-2.697286984513218,-7.972154868194837,Red
-5.27059721286671,-8.723661881165718,Red
-5.119539146042736,-0.530830129559865,Blue
-2.8459758674164677,-12.111566849178129,Red
-2.2440201050604345,-6.722652978495976,Red
-2.8247998574925726,-3.5238961502916646,Blue
0.42623808157870346,-3.357327979618312,Blue
-1.0889239664247068,-0.22866880525084587,Blue
-3.6222906807443773,-1.3278800419730574,Blue
-4.274730825221304,-5.449919625375049,Red
-2.10449263067619,-9.189499912651712,Red
-1.2703792009558035,-12.608631329689343,Red
-1.1633391488919416,-2.9762066009118877,Blue
-5.688077272602314,-11.0055734741654,Red
0.6365631337260202,-9.485473048252995,Red
-4.220396707283264,-3.533762480188953,Blue
-0.9144084014996015,-2.9905468442898244,Blue
-2.182419482356228,-2.9114236848884394,Blue
-3.5881250810960355,-3.892223145613328,Blue
-6.254799670313817,-5.392626428342757,Blue
-4.649496788078336,-4.984271879939002,Blue
-6.195698316031802,-9.440578130160072,Red
-5.40332119330163,-2.9627412873012817,Blue
-4.8592971780518965,-11.19606281049773,Red
-5.173822638126257,-7.98981835531001,Red
-3.674896870916059,-2.050486696294191,Blue
-1.280853287725922,-7.8968197158401034,Red
-4.251135569233789,-7.934859661211527,Red
-1.8162301327766825,-1.1983116245979406,Blue
-4.876505335731466,-9.308822681084688,Red
-3.761982440010918,-5.65782688867054,Red
0.5542109004306588,-8.081261291423827,Red
-3.578067026510275,-5.875309497224152,Blue
-5.524669940325085,-5.11795665434669,Blue
-7.098963582368781,-11.317084291322267,Red
-6.451864513088378,-6.686865922788413,Red
-1.7907107523361403,-8.608902089055595,Red
-3.1694995493722242,-4.783310415829549,Blue
-4.032952865758322,-0.7883302591413854,Blue
-2.972882475809796,-3.708387162640748,Blue
-3.2157280243226403,-6.295545076826006,Blue
-3.0802301974150303,-9.334221937601649,Red
-0.8260511428814148,-0.7346530474992505,Blue
-2.907528193594094,-5.019534702553363,Blue
-3.481597077871815,-8.3893189709706,Red
-0.8987928247475918,-2.468095603775261,Blue
-2.216650591891942,-7.118507152071951,Red
-3.0616762232294965,-5.80053459577269,Blue
-4.4516940069807385,-7.69235498314647,Red
-8.000685809718242,-3.6937537394165743,Blue
-3.148433607351703,-10.900677967206995,Red
-3.159578095511483,-10.138995343439811,Red
-5.049276042210444,-3.395188764518227,Blue
-3.722528284234774,-8.316701627691652,Red
-4.390511182204966,-8.719236568645172,Red
-2.5047638967597807,-1.9777719544834982,Blue
-3.273589542565596,0.6976947431429736,Blue
-7.580835867438798,-7.47276288440312,Red
-2.0458863858448972,-7.461904467970608,Red
-5.621493371795422,-2.949970221524669,Blue
-4.3988295931571875,-2.9061746402570185,Blue
-2.4323563370904755,-10.264044384814309,Red
-4.120315969757387,-10.214635227152263,Red
-4.249678494675885,-5.200671631971495,Blue
-1.9722306612386216,-0.2782428186122594,Blue
-3.8290070389658992,-2.290023597955635,Blue
0.4020429088251616,-10.770466881403724,Red
-1.7820341656249559,-10.311773606229737,Red
-6.113941671705084,-12.423066864481648,Red
-1.2319858703107611,-9.74393278597084,Red
-3.600692491589046,0.6788627190025731,Blue
-1.3365354408079366,-10.628634886313572,Red
-0.21024761809473214,-7.287708119314862,Blue
-4.144327496071316,1.7585931133911057,Blue
-0.4688529432970139,-9.361967249703879,Red
