Coord_X,Coord_Y,label
0.6812273576845564,-6.710696294328725,Blue
-1.5041036677781594,-4.542030702914886,Blue
3.0360496393615817,-3.930862758715292,Red
0.1259396288702317,-3.4757745197003787,Red
2.7938849534107324,-1.0131115440147986,Red
-0.684925498973007,0.6388553811633528,Blue
1.2001367459979655,-2.89293593452534,Red
4.088179598263196,-3.3782348201956416,Red
-2.151747388101608,-3.8506890744861435,Blue
-4.132122062105951,-3.549912290333726,Blue
3.9376313831943683,-5.975743543556412,Blue
-0.4974201598557264,-4.489909127820571,Red
2.1814424464925173,-4.965854212303181,Blue
-1.165215955828814,-2.825751066400788,Blue
-3.5118691360030234,-6.35100734383917,Blue
-1.2031241992786121,-4.61522647738486,Blue
-1.3602212518541386,-6.380553612290427,Blue
0.30390081321028983,-3.3286511152403913,Red
-2.307092856369663,-3.7551406149882824,Red
-1.9956833447519762,-1.378367601344328,Blue
-1.1063290703122584,-1.3145871250502994,Blue
-4.071079798788217,-2.472806817683183,Blue
-2.2976280868624666,-6.966105460486222,Blue
-2.764247065551887,-4.557844610850627,Blue
2.3903509948075126,-1.9499160159990967,Red
-0.44341600753055477,-7.7884542551209215,Blue
-2.026488186030363,-6.314690267963773,Blue
-1.6989326590462506,-4.213166748825372,Blue
-0.4145576156084708,-9.705906303432293,Blue
3.4199911691999603,-2.221845637453268,Blue
4.502180769768511,-3.079200772948727,Red
-1.164521472359304,-3.737634110808957,Blue
3.4857498139977934,-0.3678863010575135,Red
-1.6795080214732612,-1.3280105594936846,Red
-1.080740398088585,-4.9399332327856325,Blue
-2.546087679118449,-2.6924725070467623,Blue
3.3181719720762772,-4.97446637349052,Red
1.9294722937954991,-8.944171702369873,Red
3.98572928053172,-0.7827984654020481,Red
-0.003312924432936279,-8.737423703236004,Blue
5.534475601723294,-4.714393018355796,Red
3.9588026886934653,-5.002856337602521,Blue
1.8175790373571186,-3.5699626239805133,Red
2.1760531558173577,-4.32817651568447,Blue
0.7658558513338425,-4.676484036678119,Red
6.66790390181382,-4.041229789401944,Red
-1.2554026374720857,-6.011578197671289,Blue
1.6558021472234488,-8.895194397033343,Blue
5.99597497078081,0.23588580571480255,Red
1.788644765559959,-1.698515852608453,Red
2.509817069501843,-1.1400767665010836,Red
0.30343701341984325,-3.536561184837972,Blue
0.28352556774088394,-7.781965329439093,Blue
-0.7745385594100622,-5.244769172463363,Blue
2.2281090416174223,-1.627884917499285,Red
-0.6404711487798662,-5.877262735099239,Blue
-0.14587617271301176,-2.908481710847741,Blue
3.06952023588,-1.8283485967466018,Red
0.08150348451390288,-1.5411668454791183,Red
6.174433155258183,-3.018333085987124,Red
-0.6461379701105078,-7.231593152052224,Blue
-1.7221671270227406,-2.9446038328722084,Red
0.6236756656876199,-3.406003356296346,Red
3.661347863125371,-1.0306652167985917,Red
1.528029565420048,-8.476246375294151,Blue
-0.49155019100039643,-2.96704474521522,Blue
1.9599634329597324,-0.3595155830658663,Red
-2.2031708891964366,-7.228290681334512,Red
5.806368768229358,-3.819884575289987,Red
-1.241822291413107,-5.38024259413592,Blue
-0.30953526925448616,-3.73079178278405,Blue
3.7275390484227353,-3.1996853057892984,Red
3.8743687283083394,-4.268743971939996,Blue
2.9796822516306536,-2.724782896971609,Red
-0.04343303548188171,-0.4888418285984253,Red
5.717481052261265,-7.006182422079494,Blue
